公司,date,code,TEJ子產業_名稱,Q資產報酬率 (C),Q資產報酬率(A)%,Q資產報酬率(B)%,Q淨值報酬率─稅後,Q淨值報酬率─常續性利益,Q營業毛利率,Q已實現銷貨毛利率,Q營業利益率,Q稅前淨利率,Q稅後淨利率,Q業外收支率,Q常續利益率(稅後),Q員工人數,Q營業費用率,Q現金流量比率,Q有息負債利率,Q稅率 (A)%,Q每股淨值 (B),Q每股淨值 (A),Q每股淨值 (C),Q常續性EPS,Q每股現金流量,Q每股營業額(元),Q每股營業利益(元),Q每股稅前淨利(元),Q每股淨值(F),Q營收成長率,Q毛利成長率,Q已實現銷貨毛利成長率,Q營業利益成長率,Q稅前淨利成長率,Q稅後淨利成長率,Q經常淨利成長率,Q常續性利益成長率(稅後),Q總資產成長率,Q淨值成長率,Q總資產報酬成長率,Q營收變動率,Q營業利益變動率,Q稅後淨利變動率(單季),Q流動比率,Q速動比率,Q利息支出率,Q總負債/總淨值比,Q負債比率,Q淨值 /總資產,Q借款依存度,Q營業利益占實收資本比,Q稅前純益 /實收資本,Q總資產週轉率(次),Q應收帳款週轉率(次),Q應收帳款收現天數,Q存貨週轉率 (次),Q平均售貨天數,Q固定資產週轉率 (次),Q淨值週轉率 (次),Q應付帳款付現天數,Q淨營業週期 (日),Q每人營收,Q每人營業利益,Q每人配備率,Q當季季底股價淨值比,Q當季季底 PSR,季底普通股市值,return
3588 通嘉,2012-09-28,3588,IC設計,3.69,2.52,3.11,3.19,3.22,37.01,37.01,12.739999999999998,13.68,34.2,0.9500000000000001,11.69,126,24.27,23.330000000000002,0,15.23,25.130000000000003,25.130000000000003,25.130000000000003,2.7,1.15,6.8,0.87,0.94,25.13,18.72,17.55,17.55,13.92,-6.930000000000001,-16.73,-18.7,-17.830000000000002,3.32,1.45,-0.52,6.1,-8.57,51.33,572.8499999999999,490.98999999999995,0,19.9,16.59,83.41,0,8.66,9.3,0.22,1.33,68.2,1.1700000000000002,77.86,6.3,0.28,81.43,64.63,2424,309,384.88,2.32,2.48,2622978,0.022414823670053794
4919 新唐,2012-09-28,4919,IC設計,5.24,3.6,4.25,6.26,6.09,41.36,41.36,11.08,11.6,30.52,0.51,9.17,1479,30.27,4.6899999999999995,0.07,18.74,14.44,14.44,14.44,2.9699999999999998,0.38,9.32,1.03,1.08,14.44,1.6,15.53,15.44,51.839999999999996,69.46000000000001,55.8,67.35,11.88,7.27,8.67,1.36,-13.51,-35.54,44.660000000000004,218.29,145.52,0.02,65.14999999999999,39.45,60.55,1.95,10.33,10.81,0.38,1.72,52.849999999999994,1.1600000000000001,78.57,4.159999999999999,0.66,69.71000000000001,61.71,1308,145,277.5,2.58,1.05,7721009,0.29377519032691457
4952 凌通,2012-09-28,4952,IC設計,4.51,3.04,3.96,4.61,4.5,35.17,35.17,9.46,9.719999999999999,14.48,0.26,8.55,425,25.71,-0.08,0.4,10,17.4,17.4,17.4,1.03,-0.01,8.96,0.85,0.87,17.4,5.9,16.14,16.14,24.59,34.53,-27.03,41.05,38.120000000000005,3.98,11.729999999999999,0.93,9.34,-4.1,152.57,279.8,219.17,0.5700000000000001,46.190000000000005,31.6,68.4,11.2,8.48,8.709999999999999,0.35,1.26,72.14,1.41,64.52,2.61,0.53,70.23,66.43,2295,217,874.15,1.26,0.83,2393930,0.10334110334110336
5471 松翰,2012-09-28,5471,IC設計,4.27,3.28,3.51,4.37,4.37,44.190000000000005,44.190000000000005,18.01,17.959999999999997,49.14,-0.05,14.77,510,26.18,23.630000000000003,0,17.78,18.939999999999998,18.939999999999998,18.939999999999998,3.01,0.87,5.49,0.99,0.99,18.94,3.22,9.129999999999999,9.129999999999999,8.12,-15.89,-10.27,-12.52,-12.19,0.75,-1.1900000000000002,-0.46,-14.89,-24.51,42.98,494.44,401.82,0,21.51,17.7,82.3,0,9.88,9.860000000000001,0.22,1.7,53.58,1.47,61.92,2.06,0.3,67.71000000000001,47.78,1806,325,875.1,2.22,2.02,7050834,0.1936728395061728
6202 盛群,2012-09-28,6202,IC設計,4.37,3.49,3.85,4.72,4.72,44.36,44.42,17.54,19.77,47.309999999999995,2.23,17.52,606,26.87,30.67,0,11.38,15.84,15.84,15.84,2.38,1.11,4.18,0.73,0.83,15.84,6.430000000000001,9.26,10.28,23.08,0.26,2.64,4.72,4.72,0.36,0.32999999999999996,0.17,-6.09,-9.1,58.83,408.17,312.44,0,24.810000000000002,19.88,80.12,0,7.34,8.27,0.2,1.61,56.660000000000004,0.8200000000000001,111.26,2.38,0.27,102.83,65.09,1544,271,789.14,1.95,1.99,6909178,0.21134270479883663
6243 迅杰,2012-09-28,6243,IC設計,-1.3,-1.97,-1.53,-2.3,-2.33,27.03,27.03,-4.99,-9.94,-25.2,-4.95,-10.81,152,32.02,-33.160000000000004,0.95,0,15.78,15.78,15.78,-1.35,-0.73,3.45,-0.17,-0.34,15.78,6.74,-18.88,-18.88,-10192.859999999999,-192.20999999999998,-488.42999999999995,-561.9599999999999,-662.9499999999999,-7.23,-7,-2.26,15.92,51.949999999999996,-73.27,748.3399999999999,624.11,-0.11,14.27,12.48,87.52,0.6699999999999999,-1.72,-3.4299999999999997,0.18,0.8600000000000001,106.16999999999999,1.02,88.86,12.47,0.22,74.66999999999999,120.36,1710,-85,134.39000000000001,1.03,1.39,1231106,0.06772908366533861
8016 矽創,2012-09-28,8016,IC設計,2.66,1.83,2.3,2.48,2.16,23.66,23.66,5.55,6.609999999999999,16.959999999999997,1.06,5.13,469,18.110000000000003,25.68,0.6,10.75,29,29,29,2.48,2.45,12.27,0.68,0.81,29,22.37,5.8,5.8,-4.73,-6.87,20.279999999999998,-9.06,-32.61,5.72,5.109999999999999,1.71,10.83,1.46,53.32,288.97999999999996,203.54,0.3,32.91,24.76,75.24,1.78,6.81,8.11,0.31,1.71,53.21,1.52,59.7,2.68,0.42,52.94,59.96,3091,172,1152.83,1.42,1.01,4973989,0.1203086636267976
8081 致新,2012-09-28,8081,IC設計,4.83,3.8,4.15,5.46,5.48,36.99,36.99,20.09,18.810000000000002,43.14,-1.29,16.25,314,16.9,27.37,0.32,13.86,45.54,45.54,45.54,8.32,4.29,15,3.01,2.82,45.54,5.359999999999999,26.57,26.57,51.41,1.1600000000000001,2.79,1.28,1.01,9.1,3.63,0.04,6.03,31.82,60.120000000000005,301.45,246.91,0.21000000000000002,34.53,25.67,74.33,7.470000000000001,29.979999999999997,28.07,0.23,0.98,92.89,1.1400000000000001,79.92,2.48,0.34,72.81,100.01,4096,823,1640.9,2.1,1.79,8255278,-0.0031120331950208646
8261 富鼎,2012-09-28,8261,IC設計,1.41,0.53,1.16,0.72,0.72,16.51,16.51,4.6499999999999995,3.04,2.55,-1.61,2.4699999999999998,127,11.860000000000001,-1.73,0.18,18.48,14.38,14.38,14.38,0.4,-0.06,4.26,0.2,0.13,14.38,-25.07,1.08,1.08,105.16999999999999,-65.24000000000001,264.38,-65.45,-66.24000000000001,-13.01,-3.32,-0.91,-3.48,1.4,3184.72,427.66,231.13,4.88,31.630000000000003,24.03,75.97,8.84,1.95,1.27,0.2,0.73,125.47,0.5700000000000001,159.35000000000002,1.86,0.29,85.86,198.96,4642,216,2483.42,0.74,0.61,1507577,0.08717105263157898
2328 廣宇,2012-09-28,2328,連接器,1.94,1.03,1.55,1.67,1.67,11.38,11.38,4.7,4.75,6.8,0.05,3.69,14183,6.68,7.58,0.78,22.41,18.330000000000002,18.330000000000002,18.330000000000002,0.64,1,9.5,0.45,0.45,18.33,13.5,145.57,145.57,509.54,232.93,275.72999999999996,165.15,217.35000000000002,12.58,-0.29000000000000004,2.67,25.650000000000002,72.69,118.34,158.01,138.89000000000001,10.129999999999999,77.16999999999999,43.56,56.44,26.25,4.470000000000001,4.51,0.26,0.96,94.61,3.9699999999999998,22.93,1.3900000000000001,0.45,88.76,28.779999999999998,341,16,243.63,1.4,0.9,14925801,0.02468007312614272
2392 正崴,2012-09-28,2392,連接器,3.11,1.08,2.45,2.5,2.52,11.51,11.51,2.56,2.94,3.16,0.38,2.16,78091,8.950000000000001,-3.82,0.52,27.08,43.33,43.33,43.33,1.6900000000000002,-2.87,54.94,1.41,1.63,43.33,11.04,-0.24000000000000002,-0.24000000000000002,-10.96,-35.05,-58.230000000000004,-38.78,-40.53,5.35,-4.2,-0.43,29.36,2606.18,211.03,102.29,68.58,14.8,186.08,65.05,34.95,93.9,14.1,16.22,0.44,1.8,50.449999999999996,2.44,37.339999999999996,1.37,1.17,43.47,44.32,347,9,260.75,1.47,0.38,34527098,-0.09052550824702721
2440 太空梭,2012-09-28,2440,連接器,-0.79,-1.39,-0.78,-2.68,-2.73,4.68,4.68,-7.2700000000000005,-6.99,-18.67,0.27,-6.4,1591,11.950000000000001,-2.73,0.55,0,8.88,8.88,8.88,-1.42,-0.18,4.1,-0.3,-0.29,8.88,-8.47,578.5,578.5,38.6,22.01,-121.67999999999999,27.56,24.68,-8.37,-13.51,0.3,3.04,32.99,-50.7,152.69,115.13,-8.56,83.36999999999999,45.47,54.53,40.39,-2.98,-2.8699999999999997,0.24,0.73,124.79,2.42,37.58,1.01,0.43,71.84,90.52,358,-26,349.91999999999996,0.74,0.45,972428,0.522975929978118
2462 良得電,2012-09-28,2462,連接器,3.01,2.39,2.58,5.28,4.86,14.33,14.33,6.99,7.83,20.55,0.8400000000000001,6.29,4e3,7.34,7.48,0.42,12.82,18.610000000000003,18.610000000000003,18.610000000000003,3.84,1.26,14.1,0.99,1.11,18.61,-7.98,4.05,4.05,24.979999999999997,-29.59,21.19,-28.73,-36.61,2.31,7.92,-0.86,-0.9,-24.919999999999998,49.760000000000005,190.25,156.14,2.24,121.27,54.81,45.19,33.6,9.850000000000001,11.04,0.34,0.73,124.67999999999999,2.32,39.18,3.24,0.77,78.45,85.41000000000001,308,22,93.86999999999999,1.72,0.57,2792960,0.05021520803443332
3011 今皓,2012-09-28,3011,連接器,-0.03,0,-0.11,0.1,0.32,10.17,10.17,-0.89,0.7799999999999999,0.23,1.6700000000000002,0.75,2725,11.06,0.59,-0.8,70.27,13.89,13.89,13.89,-0.03,0.04,5.91,-0.05,0.05,13.89,-9.4,-22.3,-22.3,32.949999999999996,-78.84,-92.61,-92.36,-75.3,-5.76,-3.69,-0.97,-5.29,-160.99,-87.42,193.14,126.11999999999999,-3239.94,56.08,35.93,64.07,12.88,-0.53,0.46,0.27,0.9,101.53,1.3800000000000001,65.95,1.02,0.42,80.64999999999999,86.83,244,-2,232.87,0.69,0.41,1078721,0.0715249662618084
3021 鴻名,2012-09-28,3021,連接器,0.79,0.06,0.61,0,0,20.259999999999998,20.259999999999998,-1.08,0.23,11.8,1.31,0.01,1686,21.34,-3.8299999999999996,0.55,97.44,9.82,9.82,9.82,1.08,-0.15,3.84,-0.04,0.01,9.82,-4.51,-10.68,-10.68,-127.4,-96.16,-6.31,-99.89,-99.89,-2.07,10.05,-1.36,-6.46,-118.35,0.05,242.64,180.09,117.27,48.349999999999994,32.59,67.41,22.01,-0.41000000000000003,0.09,0.26,0.7899999999999999,115.34,1.72,52.849999999999994,1.3,0.39,61.36,106.83,247,-3,187.22,1.32,0.87,1401954,-0.004595588235294183
3023 信邦,2012-09-28,3023,連接器,3.79,1.87,2.75,3.99,4.76,20.49,20.49,6.26,8.51,15.57,2.25,6.7,5414,14.229999999999999,5.4,0.62,34.06,18.979999999999997,18.979999999999997,20.979999999999997,2.94,1.18,12.77,0.8,1.24,20.98,15.43,16.05,16.05,44.230000000000004,41.9,12.43,41.01,57.68,3.81,15.67,0.6,6.23,28.62,56.339999999999996,156.16,110.79,9.62,120.11999999999999,54.57,45.43,58.21,8.26,11.219999999999999,0.31,0.98,93.04,1.29,70.34,1.6,0.71,65.14999999999999,98.23,487,31,301.71999999999997,1.3,0.54,5160387,0.09518716577540114
3419 譁裕,2012-09-28,3419,連接器,1.55,0.45,1.3,0.56,0.6,17.37,17.37,1.6500000000000001,1.1500000000000001,4.64,-0.5,1.06,2540,15.729999999999999,9.01,0.8,13.98,15.46,15.46,15.46,-0.06,1.46,8.81,0.15,0.1,15.46,-5.39,40.02,40.02,343.84000000000003,156.58,305.71,159.76999999999998,158.76,6.47,22.5,0.52,-10.07,18.03,27.1,143.55,108.53,49.41,110.46000000000001,52.49,47.51,58.39,1.45,1.01,0.27,0.7,129.23999999999998,1.6800000000000002,54.13,1.08,0.57,82.86999999999999,100.5,354,6,326.8,1.08,0.46,1701547,0.26038001407459527
3432 台端,2012-09-28,3432,連接器,-0.29,-1.63,-0.29,-2.23,-2.13,12.629999999999999,12.629999999999999,-17.27,-18.45,-45.07,-1.1800000000000002,-15.239999999999998,1112,29.91,-0.45,0.46,0,22.21,22.21,22.21,-2,-0.02,3.17,-0.55,-0.59,22.21,-16.47,-15.76,-15.76,-3.21,-41.59,-10.26,-43.879999999999995,-47.96,-14.32,-11.82,-0.41,-0.15000000000000002,-11.28,-54.8,546.8299999999999,493.83,-3.73,30.04,23.1,76.9,14.81,-5.48,-5.85,0.11,0.73,123.95,1.8800000000000001,48.46,0.35,0.14,57.230000000000004,115.17999999999999,187,-32,524.3499999999999,0.5,0.86,728449,0.6129411764705883
3501 維熹,2012-09-28,3501,連接器,2.99,1.87,2.4,2.48,2.52,24,24,11.719999999999999,10,25.39,-1.72,8.04,4720,12.28,14.79,0.58,20.93,39.51,39.51,39.51,4.2,1.62,12.3,1.44,1.23,39.51,-1.77,6.51,6.51,5.1499999999999995,-32.809999999999995,4.970000000000001,-35.32,-34.339999999999996,-0.83,1.31,-0.97,8.15,10.709999999999999,45.260000000000005,325.38,216.55,2.08,30.86,23.58,76.42,8.61,14.42,12.31,0.23,1.1400000000000001,80.1,0.92,98.78,1.04,0.31,40.83,138.05,290,34,276.28,1.03,0.89,4538062,0.11329879101899819
3533 嘉澤,2012-09-28,3533,連接器,6.09,4.11,5.17,5.8,5.88,30.47,30.47,15.860000000000001,16.85,33.42,0.99,14.54,6645,14.61,3.17,0.5,14.83,64.39,64.39,64.39,11.09,0.82,25.46,4.04,4.29,64.39,21.17,29.47,29.47,46.96,40.89,6.14,41.77,18.74,8.38,9.139999999999999,1.27,10.29,-0.23,75.32,248.83,186.04,0.5,40.48,28.81,71.19,9.229999999999999,40.379999999999995,42.91,0.28,0.74,123.66,1.6400000000000001,55.51,1.21,0.4,66.64,112.53,358,57,295.09,1.43,1.03,8599884,-0.027712670619054254
3550 聯穎,2012-09-28,3550,連接器,1.9,0.75,1.32,1.14,1.18,13.860000000000001,13.860000000000001,2.98,3.9099999999999997,3.24,0.9400000000000001,2.4099999999999997,2202,10.88,12.08,0.55,40.6,24.87,24.87,24.87,-0.14,1.22,12.69,0.38,0.5,24.87,-5.1499999999999995,22.9,22.9,2354.74,182.44,164.03,141.94,143.65,-6.74,-8.58,2.15,3.55,254.98000000000002,253.46,351.96999999999997,303.69,14.860000000000001,73.73,42.44,57.56,37,3.7800000000000002,4.970000000000001,0.28,0.65,140.99,2.8,32.55,1.74,0.49,49.43,124.11,490,15,274.40999999999997,0.56,0.29,1219750,0.1122334455667789
3605 宏致,2012-09-28,3605,連接器,3.21,1.36,2.54,2.33,2.33,28.57,28.57,8.48,9.1,18.610000000000003,0.62,6.87,7173,20.1,8.15,1.01,24.55,28.64,28.64,28.64,2.56,1.58,9.62,0.82,0.88,28.64,-3.57,-22.19,-22.19,-54.68,-64.42,-62.33,-66.5,-65.28,-13.52,-5.09,-2.14,-6.159999999999999,-28.759999999999998,58.43,151.92000000000002,131.69,11.12,78.33,43.92,56.08,17.5,8.06,8.65,0.18,0.92,99.16999999999999,2.12,42.89,0.56,0.34,62.87,79.17999999999999,165,14,295.95,1.62,1.25,5709547,-0.1513178294573643
6115 鎰勝,2012-09-28,6115,連接器,3.48,2.55,2.89,4.49,4.4,15.48,15.48,10.07,9.850000000000001,22.54,-0.22,8.03,4615,5.41,-3.15,0.3,16.87,26.22,26.22,26.22,4.159999999999999,-0.49,14.21,1.43,1.4,26.22,-11.8,-7.35,-7.35,-14.850000000000001,-25.86,-5.33,-22.58,-25.5,-3.16,3.2600000000000002,-1.03,7.3,8.17,57.08,244.93,180,2.9,77.79,43.75,56.25,45.53,14.31,14,0.3,0.8400000000000001,108.63,3.18,28.62,2.2600000000000002,0.55,44.54,92.71000000000001,505,51,219.19,1.57,0.72,6758324,0.12710566615620214
6133 金橋,2012-09-28,6133,連接器,2.04,0.57,1.65,0.61,0.61,18.439999999999998,18.439999999999998,1.94,2.8499999999999996,2.09,0.91,2.16,1556,16.5,15.69,1.32,24.73,13.39,13.39,13.39,-0.13,0.43,3.85,0.07,0.11,13.39,-10.739999999999998,405.97999999999996,405.97999999999996,113.55,120.56,117.64999999999999,118.14,118.22,-12.72,-6.85,2.48,9.1,222.22,3754.7599999999998,393.02,308.71,27.979999999999997,37.74,27.4,72.6,16.14,0.69,1.01,0.2,1.08,84.33,1.77,51.47,0.7,0.28,38.9,96.9,236,5,327.58,0.65,0.59,845272,0.08250355618776672
6165 捷泰,2012-09-28,6165,連接器,-2.01,-2.98,-2.13,-3.77,-3.77,5.53,5.53,-8.12,-8.58,-8.43,-0.46,-8.44,930,13.65,-19.66,-2,0,7.91,7.91,7.91,-1.73,-0.39,3.6,-0.29,-0.31,7.91,49.760000000000005,36.58,36.58,31.62,19.16,72.28,17.95,-37.949999999999996,-16.44,-18.08,0.28,15.05,45.949999999999996,47.68,304.82,240.65,1.3,30.9,23.61,76.39,4.94,-2.92,-3.09,0.35,1.26,72.1,3.48,26.12,1.12,0.45,21.959999999999997,76.26,368,-30,322.69,0.53,0.39,399038,0.4385245901639343
6197 佳必琪,2012-09-28,6197,連接器,1.71,0.33,1.26,0.38,0.5,20.08,20.08,5.25,2.68,1.37,-2.57,1.8,3520,14.83,0.05,0.9,48.87,20.7,20.7,20.7,0.02,0,5.86,0.31,0.16,20.7,-22.58,2.3899999999999997,2.3899999999999997,185.76,-45.339999999999996,185.19,-59.230000000000004,-56.620000000000005,-0.5,-1.06,-0.56,1.37,860.7,-17.939999999999998,426.63,348.3,15.61,32.5,24.53,75.47,7.619999999999999,3.08,1.57,0.21,1.03,88.21000000000001,1.44,63.15,1.6300000000000001,0.28,70.85,80.51,289,15,172.03,1.27,1.21,4683069,0.18599033816425128
6205 詮欣,2012-09-28,6205,連接器,3.15,2.11,2.64,3.2,3.2,20.7,20.7,6.87,8.129999999999999,14.92,1.26,6.819999999999999,980,13.83,14.25,0,16.16,17.01,17.01,17.01,1.08,1.31,9.23,0.63,0.75,17.01,13.19,36.55,36.55,499.05,36.36,34.36,29.07,29.09,5.81,1.48,0.08,4,96.79,84.13,254.09,221.52,0.04,51.1,33.82,66.18,0,6.34,7.5,0.31,0.91,100,3.02,30.14,3.46,0.47,80.39,49.75,676,46,190.35000000000002,0.82,0.49,1174568,0.20143884892086333
8103 瀚荃,2012-09-28,8103,連接器,5.39,3.22,4.24,5.01,5.55,38.54,38.54,21.130000000000003,18.810000000000002,43.32,-2.32,15.81,2618,17.41,14.81,0.47,24.05,25.51,25.51,25.51,4.970000000000001,1.72,8.67,1.83,1.68,25.51,6.7,16.37,16.37,18.91,0.06,10.370000000000001,-0.6599999999999999,-8.59,7.79,15.11,0.19,3.55,24.39,49.18,253.98000000000002,195.96,1.57,51.55,34.01,65.99,17.43,18.330000000000002,16.32,0.22,0.7799999999999999,115.98,0.96,94.39,0.9,0.35,76.32,134.04,245,52,285.31,1.7,1.36,3238922,0.0036291652919829428
2359 所羅門,2012-09-28,2359,零組件代理,2.93,0.9,2.86,1.13,3.18,16.419999999999998,16.419999999999998,5.58,3.12,8.739999999999998,-2.46,8.739999999999998,1900,10.84,2.44,0.24,0.37,20.419999999999998,20.419999999999998,20.419999999999998,1.3900000000000001,0.14,8.04,0.45,0.25,20.42,7.42,41.220000000000006,41.220000000000006,551.13,86.86,86.24000000000001,118.17999999999999,320.95,-3.13,-0.12000000000000001,0.54,1.45,19.79,55.15,319.05,245.72,1.24,26.23,20.78,79.22,5.52,4.49,2.51,0.29,1.47,61.809999999999995,3.68,24.71,3.05,0.36,36.290000000000006,50.230000000000004,795,44,256.72999999999996,0.58,0.46,2425935,0.12725344644750808
2459 敦吉,2012-09-28,2459,零組件代理,2.89,1.63,2.29,2.9,2.91,8.719999999999999,8.719999999999999,4.44,4.88,9.83,0.44,3.8,3704,4.28,7.95,0.3,22.13,30.06,30.06,30.06,2.55,1.73,24.79,1.1,1.18,30.06,-6.31,-0.7899999999999999,-0.7899999999999999,1.82,-9.67,-15.350000000000001,-12.729999999999999,-13.8,0.85,1.45,-0.06,-4.54,-0.13,62.949999999999996,169.33,147.20999999999998,2.74,76.57,43.37,56.63,26.52,10.78,11.84,0.42,1.3,70.19,5.64,16.12,1.36,0.76,50.67,35.65,951,42,701.03,0.76,0.26,3539830,0.16575682382133997
3010 華立,2012-09-28,3010,零組件代理,2.2,1.73,1.82,3.93,3.89,10.11,10.11,3.12,5.02,10.350000000000001,1.9,4.109999999999999,930,6.99,5.8,0.42,17.25,33.48,33.48,33.48,3.38,2.17,33.32,1.04,1.67,33.48,3.9699999999999998,20.56,20.56,53.74,31.95,-18.830000000000002,32.97,31.87,0.7,2.16,0.42,-6.88,5.58,66.9,165.31,132.26999999999998,6.2700000000000005,131.69,56.84,43.16,62.720000000000006,10.4,16.71,0.39,0.92,99.39,2.73,33.39,8.870000000000001,0.95,59.04,73.75,8290,259,932.61,1.09,0.29,9035780,0.15316590024761237
3028 增你強,2012-09-28,3028,零組件代理,0.92,0.77,0.83,1.93,1.88,4.619999999999999,4.619999999999999,1.01,1.1400000000000001,3.4,0.13,1.02,730,3.61,-7.01,0.33,8.24,19.830000000000002,19.830000000000002,19.830000000000002,1.6800000000000002,-2.33,36.2,0.36,0.41,19.83,-10.62,-19.69,-19.69,-37.6,-54.82,-42.720000000000006,-52.790000000000006,-49.48,-8.98,-2.27,-0.84,19.2,-18.04,44.47,161.64,103.64999999999999,13.850000000000001,193.02,65.87,34.13,91.9,3.65,4.13,0.65,1.4,64.93,1.99,45.690000000000005,13.739999999999998,1.84,41.1,69.52,10584,107,766.3399999999999,0.97,0.14,4086667,0.056066945606694556
3033 威健,2012-09-28,3033,零組件代理,1.37,1.01,1.11,3.13,3.36,6.45,6.45,1.8800000000000001,1.77,4.83,-0.12000000000000001,1.51,908,4.57,7.1,0.45,20.31,15.31,15.31,15.31,2.15,2.3,33.66,0.63,0.59,15.31,0.1,-13.91,-13.91,-38.24,-32.54,-24.479999999999997,-29.77,-10.42,-9.52,-3.84,-0.35,16.04,-7.25,41.05,154.20999999999998,89.85,15.68,236.57,70.29,29.71,127.14999999999999,6.34,5.94,0.63,1.7,53.449999999999996,1.57,58.01,157.44,2.22,39.98,71.48,9042,170,63.25,1.4,0.18,5232470,0.05403404885270174
3036 文曄,2012-09-28,3036,零組件代理,1.47,1.17,1.23,3.33,3.33,5.84,5.84,2.13,1.85,3.7600000000000002,-0.28,1.56,1850,3.71,2.18,0.34,15.83,30.6,30.6,30.6,3.25,1.08,64.59,1.37,1.22,30.6,23.330000000000002,15.27,15.27,4.56,-4.41,-30.93,-11.96,-3.7600000000000002,21.38,22.830000000000002,-0.11,8.850000000000001,17.110000000000003,70.64999999999999,170.76,98.86999999999999,7.609999999999999,197.73,66.41,33.59,82.91000000000001,13.76,11.96,0.7,1.92,47.37,1.75,52.1,35.24,2.14,47.24,52.24,11785,251,333.36,1.2,0.16,12391218,-0.004497751124437774
3048 益登,2012-09-28,3048,零組件代理,1.35,0.97,1.13,2.44,2.53,4.76,4.76,0.99,0.8300000000000001,1.6,-0.17,0.72,590,3.77,2.7,0.88,16.4,12.96,12.96,12.96,0.8700000000000001,0.65,46,0.46,0.38,12.96,17.4,22.479999999999997,22.479999999999997,122.92,4.119999999999999,64.26,6.159999999999999,9.18,-13.62,-2.64,0.05,17.93,28.8,76.23,156.6,53.190000000000005,24.110000000000003,224.59,69.19,30.81,70.36999999999999,4.46,3.71,1.12,4.659999999999999,19.54,1.97,46.15,15.44,3.53,35.75,29.939999999999998,12248,122,786.64,0.83,0.07,1715715,0.11475409836065577
3090 日電貿,2012-09-28,3090,零組件代理,2.75,2.57,2.38,3.63,3.29,18.130000000000003,18.130000000000003,8.07,11.860000000000001,25.69,3.79,9.43,156,10.06,10.639999999999999,0.51,12.3,15.75,15.75,15.75,1.8,0.57,5.46,0.44,0.65,15.74,-4.819999999999999,-11.04,-11.04,-22.810000000000002,-8.19,-27.95,-5.42,-20.19,-10.18,-0.29000000000000004,-0.16,-1.02,-8.44,68,345.78,278.83,0.31,34.58,25.69,74.31,1.12,4.319999999999999,6.34,0.25,0.72,127.07,1.2,75.6,3.01,0.35,93.93,108.73,3930,317,1377.99,1.48,1.1,2641553,0.11166666666666665
3209 全科,2012-09-28,3209,零組件代理,1.31,0.85,0.98,2.59,2.59,4.96,4.96,1.31,1.12,1.6900000000000002,-0.19,0.81,613,3.65,-29.57,0.36,28.04,15.5,15.5,15.5,1.43,-13.98,52.92,0.69,0.59,15.5,18.47,-5.6899999999999995,-5.6899999999999995,-32.82,-20.41,-51.86,-28.54,-28.54,-6.66,2.8099999999999996,-0.34,38.01,155.16,90.81,129.96,87.4,18.12,288.36,74.25,25.75,211.55,6.91,5.930000000000001,0.9,1.6500000000000001,55.09,3.13,29.03,26.22,3.22,17.77,66.34,8173,107,309.26,1.55,0.15,2423398,-0.14323144104803484
3312 弘憶股,2012-09-28,3312,零組件代理,0.96,0.44,0.48,1.06,1.06,3.92,3.92,0.9,0.8600000000000001,0.58,-0.04,0.4,230,3.02,13.25,0.62,53.12,13.9,13.9,13.9,0.96,2.8,36.61,0.33,0.32,13.9,1.01,19.74,19.74,-23.09,-24.88,-75.16999999999999,-57.07,-57.07,-8.03,-1.81,-0.56,-2.59,39.86,222.75,164.4,122.92,8.42,151.83,60.29,39.71,15.03,3.3099999999999996,3.15,1.01,1.62,56.15,4.87,18.7,511.58,2.63,46.92,27.919999999999998,13873,125,25.91,0.76,0.07,919506,0.05677419354838703
3702 大聯大,2012-09-28,3702,零組件代理,1.54,1.24,1.29,3.69,3.65,5,5,1.8900000000000001,1.6700000000000002,3.57,-0.22,1.3800000000000001,6320,3.11,-0.62,0.49,16.15,22.68,22.68,22.68,2.7,-0.31,59.39,1.12,1,22.68,11.860000000000001,3.11,3.11,-0.12000000000000001,-2.54,-15.78,0.91,-0.05,3.59,1.27,0.03,8.11,7.17,64.31,135.75,86.85,12.4,233.76999999999998,70.04,29.96,119.76,11.229999999999999,9.9,0.79,1.6800000000000002,54.25,2.46,36.92,19.919999999999998,2.64,35.77,55.4,15560,294,816.52,1.72,0.18,64572651,-0.040863531225906025
5434 崇越,2012-09-28,5434,零組件代理,3.56,2.89,2.96,5.56,5.52,12.219999999999999,12.25,6.1899999999999995,7.07,14.62,0.88,5.84,699,6.06,26.01,1.43,16.78,31.18,31.18,31.18,5.72,6.58,28.74,1.78,2.03,31.18,9.8,1.91,1.91,9.78,0.99,-12.96,-3.98,-3.7,2.1,3.18,-0.09,-3.2600000000000002,17.8,67.32,161.44,111.43,0.3,82.91000000000001,45.33,54.67,2.36,17.779999999999998,20.32,0.49,1.6800000000000002,54.220000000000006,2.2,41.449999999999996,4.81,0.94,72.31,23.36,6132,379,1504.45,1.52,0.44,7083913,0.2416523235800344
